,Player,PG%,SG%,SF%,PF%,C%,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Quincy Acy,0.0,16,77,7,0.0,SF,23,TOT,63,0,13.4,1.0,2.2,.468,0.1,0.2,.267,1.0,2.0,.492,.482,0.6,0.8,.660,1.1,2.3,3.4,0.4,0.4,0.4,0.5,1.9,2.7,10.1,.520,.106,.376,9.5,19.5,14.4,1.4,2.5,15.4,10.1,0.6,0.9,1.5,.086,-2.5,0.8,-1.7,0.1
1,Steven Adams,0.0,0.0,0.0,1,99,C,20,OKC,81,20,14.8,1.1,2.3,.503,0.0,0.0,0.0,1.1,2.3,.503,.503,1.0,1.7,.581,1.8,2.3,4.1,0.5,0.5,0.7,0.9,2.5,3.3,11.2,.541,.000,.735,14.1,17.1,15.6,1.7,3.9,22.5,11.7,0.9,1.9,2.9,.114,-3.1,0.9,-2.2,-0.1
2,Jeff Adrien,0.0,0.0,5,94,1,PF,27,TOT,53,12,18.1,2.7,5.2,.520,0.0,0.0,0.0,2.7,5.2,.520,.520,1.4,2.2,.639,1.9,3.8,5.8,0.7,0.5,0.7,0.7,2.0,6.8,17.4,.553,.000,.433,11.8,24.8,18.2,1.3,3.0,10.6,17.3,1.6,1.1,2.7,.134,0.0,-0.9,-0.9,0.3
3,Arron Afflalo,0.0,49,51,1,0.0,SG,28,ORL,73,73,35.0,6.4,13.8,.459,1.8,4.1,.427,4.6,9.7,.473,.522,3.8,4.6,.815,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9,18.2,16.0,.574,.297,.332,1.4,10.2,5.8,0.7,0.1,11.2,23.3,4.3,1.0,5.3,.099,1.4,-1.6,-0.2,1.1
4,Alexis Ajinça,0.0,0.0,0.0,0.0,100,C,25,NOP,56,30,17.0,2.4,4.4,.546,0.0,0.0,.000,2.4,4.4,.548,.546,1.0,1.2,.836,1.7,3.3,4.9,0.7,0.4,0.8,1.1,3.3,5.9,14.6,.589,.004,.269,11.3,22.7,16.9,1.3,4.1,18.4,16.3,1.2,0.9,2.1,.104,-2.7,0.1,-2.6,-0.1
5,Cole Aldrich,0.0,0.0,0.0,0.0,100,C,25,NYK,46,2,7.2,0.7,1.3,.541,0.0,0.0,0.0,0.7,1.3,.541,.541,0.6,0.7,.867,0.8,2.0,2.8,0.3,0.2,0.7,0.4,0.9,2.0,19.1,.620,.000,.492,12.8,33.8,23.0,1.3,8.1,19.5,13.0,0.6,0.6,1.2,.178,-0.1,1.6,1.5,0.3
6,LaMarcus Aldridge,0.0,0.0,0.0,89,11,PF,28,POR,69,69,36.2,9.4,20.6,.458,0.0,0.2,.200,9.4,20.4,.461,.459,4.3,5.2,.822,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,21.8,.507,.011,.253,7.2,25.5,16.5,1.3,1.9,7.2,29.8,4.0,3.5,7.5,.144,2.3,0.1,2.3,2.7
7,Lavoy Allen,0.0,0.0,0.0,60,40,PF,24,TOT,65,2,16.5,2.1,4.6,.447,0.0,0.2,.154,2.0,4.4,.460,.450,0.5,0.8,.660,1.8,3.0,4.8,1.1,0.4,0.5,0.7,1.9,4.7,12.5,.470,.043,.167,11.7,20.0,15.7,1.1,2.4,12.0,14.6,0.6,0.9,1.5,.066,-2.6,-0.8,-3.5,-0.4
8,Ray Allen*,0.0,61,39,0.0,0.0,SG,38,MIA,73,9,26.5,3.3,7.4,.442,1.6,4.2,.375,1.7,3.2,.530,.549,1.4,1.6,.905,0.3,2.5,2.8,2.0,0.7,0.1,1.2,1.6,9.6,12.8,.590,.569,.214,1.6,11.4,6.7,1.5,0.4,12.4,16.8,2.5,1.5,4.1,.101,0.5,-0.9,-0.4,0.8
9,Tony Allen,23,74,3,0.0,0.0,SG,32,MEM,55,28,23.2,3.7,7.5,.494,0.2,0.9,.234,3.5,6.7,.527,.507,1.4,2.2,.628,1.4,2.3,3.8,1.7,1.6,0.3,1.6,2.2,9.0,15.6,.531,.114,.293,7.3,12.0,9.6,3.8,1.2,16.2,20.1,0.5,2.1,2.7,.100,-1.1,2.1,1.0,1.0
10,Al-Farouq Aminu,0.0,0.0,76,23,0.0,SF,23,NOP,80,65,25.6,2.9,6.2,.474,0.2,0.6,.271,2.8,5.6,.496,.487,1.1,1.7,.664,1.6,4.6,6.2,1.4,1.0,0.5,1.1,1.8,7.2,13.2,.516,.097,.277,7.2,21.2,14.1,2.1,1.6,13.7,14.3,1.3,1.8,3.1,.072,-0.9,0.3,-0.6,0.7
11,Lou Amundson,0.0,0.0,0.0,88,12,PF,31,TOT,19,0,9.7,0.8,1.7,.500,0.0,0.0,0.0,0.8,1.7,.500,.500,0.3,1.3,.250,1.5,1.4,2.9,0.3,0.5,0.6,0.7,2.6,2.0,9.1,.446,.000,.750,17.3,17.2,17.3,2.5,5.0,24.8,13.9,-0.1,0.2,0.1,.024,-6.6,0.1,-6.5,-0.2
12,Chris Andersen,0.0,0.0,0.0,28,72,C,35,MIA,72,0,19.4,2.5,3.8,.644,0.0,0.2,.250,2.4,3.7,.662,.649,1.7,2.3,.710,1.8,3.5,5.3,0.3,0.4,1.3,0.7,2.3,6.6,18.5,.683,.044,.615,12.1,21.7,17.1,1.2,6.1,13.2,13.8,3.8,2.2,6.0,.205,0.6,0.7,1.2,1.1
13,Alan Anderson,0.0,26,73,1,0.0,SF,31,BRK,78,26,22.7,2.5,6.2,.400,1.1,3.2,.339,1.4,3.0,.464,.487,1.2,1.5,.780,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2,9.5,.525,.511,.243,2.7,9.1,5.9,1.4,0.5,10.4,15.9,0.8,0.9,1.7,.047,-1.8,-1.0,-2.8,-0.4
14,James Anderson,1,74,25,1,0.0,SG,24,PHI,80,62,28.9,3.9,9.0,.431,1.4,4.4,.328,2.4,4.6,.530,.511,1.0,1.3,.726,0.7,3.0,3.8,1.9,0.9,0.4,1.3,1.9,10.1,10.9,.530,.490,.148,2.7,11.7,7.0,1.6,1.0,12.2,15.9,0.9,0.9,1.9,.039,-1.5,-1.0,-2.6,-0.3
15,Ryan Anderson,0.0,0.0,0.0,83,17,PF,25,NOP,22,14,36.1,7.0,16.1,.438,3.0,7.5,.409,4.0,8.6,.463,.532,2.7,2.8,.952,3.0,3.5,6.5,0.8,0.5,0.3,0.9,2.1,19.8,18.8,.572,.463,.175,9.5,11.3,10.4,0.7,0.7,5.0,22.9,2.2,0.1,2.3,.138,4.5,-3.2,1.4,0.6
16,Giannis Antetokounmpo,0.0,1,74,24,0.0,SF,19,MIL,77,23,24.6,2.2,5.4,.414,0.5,1.5,.347,1.7,3.9,.440,.463,1.8,2.6,.683,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,10.8,.518,.282,.483,4.6,16.3,10.2,1.7,2.6,19.4,15.0,0.1,1.1,1.2,.031,-2.4,-0.1,-2.5,-0.2
17,Carmelo Anthony,0.0,0.0,38,62,1,PF,29,NYK,77,77,38.7,9.6,21.3,.452,2.2,5.4,.402,7.5,15.9,.469,.503,6.0,7.0,.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,24.4,.561,.253,.329,5.6,19.4,12.3,1.7,1.5,9.5,32.4,8.1,2.5,10.7,.172,5.8,-0.8,5.0,5.3
18,Joel Anthony,0.0,0.0,0.0,40,60,C,31,TOT,33,0,5.6,0.4,1.0,.375,0.0,0.0,0.0,0.4,1.0,.375,.375,0.1,0.2,.500,0.5,0.7,1.2,0.1,0.1,0.4,0.1,0.5,0.8,8.1,.394,.000,.250,9.1,14.6,11.8,0.8,5.2,7.8,9.3,0.0,0.2,0.2,.044,-4.1,-0.7,-4.8,-0.1
19,Pero Antić,0.0,0.0,0.0,9,91,C,31,ATL,50,26,18.5,2.5,5.9,.418,1.1,3.4,.327,1.3,2.5,.545,.514,1.0,1.3,.758,1.1,3.0,4.2,1.2,0.4,0.2,1.1,2.5,7.0,11.7,.545,.582,.224,7.2,18.9,13.1,1.0,1.0,14.5,18.6,0.5,0.9,1.4,.075,-1.6,-0.7,-2.3,-0.1
20,Trevor Ariza,0.0,2,92,6,0.0,SF,28,WAS,77,77,35.4,5.1,11.1,.456,2.3,5.7,.407,2.7,5.3,.509,.562,1.9,2.5,.772,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,15.8,.590,.518,.226,4.1,16.3,10.1,2.4,0.6,12.3,17.8,4.3,3.7,8.0,.141,1.3,1.0,2.3,3.0
21,Hilton Armstrong,0.0,0.0,0.0,15,85,C,29,GSW,15,1,6.5,0.6,1.3,.474,0.0,0.0,0.0,0.6,1.3,.474,.474,0.5,1.1,.438,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,1.7,17.0,.480,.000,.842,21.8,31.0,26.5,2.1,3.1,18.7,14.5,0.1,0.2,0.3,.162,-0.7,0.5,-0.1,0.0
22,Darrell Arthur,0.0,0.0,27,71,2,SF,25,DEN,68,1,17.1,2.4,6.0,.395,0.4,0.9,.375,2.0,5.1,.399,.424,0.8,0.9,.855,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,5.9,9.4,.459,.156,.151,4.8,14.7,9.8,1.6,3.0,11.7,18.1,-0.5,1.2,0.7,.029,-4.0,0.8,-3.2,-0.4
23,Ömer Aşık,0.0,0.0,0.0,0.0,100,C,27,HOU,48,19,20.2,2.1,4.0,.532,0.0,0.0,0.0,2.1,4.0,.532,.532,1.6,2.6,.619,2.1,5.8,7.9,0.5,0.3,0.8,1.2,1.9,5.8,14.0,.570,.000,.663,12.3,30.1,21.7,0.7,2.8,19.4,13.8,1.0,1.5,2.4,.121,-1.2,-0.3,-1.5,0.1
24,D.J. Augustin,100,0.0,0.0,0.0,0.0,PG,26,TOT,71,9,27.3,4.2,10.1,.415,1.9,4.7,.401,2.3,5.4,.427,.508,2.8,3.2,.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1,13.1,16.2,.569,.462,.316,0.9,6.7,3.8,1.5,0.1,13.3,22.4,3.8,2.4,6.2,.154,1.9,-0.4,1.4,1.7
25,Gustavo Ayón,0.0,0.0,0.0,0.0,100,C,28,ATL,26,14,16.5,2.0,3.9,.510,0.0,0.0,0.0,2.0,3.9,.510,.510,0.3,0.8,.400,1.6,3.2,4.8,1.1,1.0,0.4,1.1,1.8,4.3,12.9,.505,.000,.196,11.4,22.3,16.9,3.0,1.8,20.7,14.8,0.0,0.7,0.7,.078,-2.5,1.4,-1.2,0.1
26,Jeff Ayres,0.0,0.0,4,48,48,PF,26,SAS,73,10,13.0,1.4,2.4,.580,0.0,0.0,0.0,1.4,2.4,.580,.580,0.5,0.8,.691,1.2,2.3,3.5,0.8,0.2,0.3,0.9,2.0,3.3,11.1,.605,.000,.316,11.0,19.2,15.3,0.7,1.9,24.1,12.4,1.0,1.4,2.4,.121,-3.0,1.0,-2.1,0.0
27,Chris Babb,0.0,62,38,0.0,0.0,SG,23,BOS,14,0,9.4,0.6,2.1,.267,0.4,1.9,.222,0.1,0.2,.667,.367,0.0,0.0,0.0,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6,3.7,.367,.900,.000,3.3,11.5,7.3,2.3,0.0,9.1,11.1,-0.1,0.1,0.0,-0.008,-6.0,-0.1,-6.1,-0.1
28,Luke Babbitt,0.0,0.0,7,89,5,PF,24,NOP,27,2,17.5,2.2,5.7,.390,1.3,3.5,.379,0.9,2.2,.407,.506,0.5,0.7,.778,0.7,2.6,3.3,1.1,0.3,0.4,0.6,1.9,6.3,12.1,.525,.617,.117,4.4,17.5,10.8,0.8,1.9,8.5,17.0,0.5,0.2,0.7,.074,0.0,-1.1,-1.1,0.1
29,Leandro Barbosa,47,53,0.0,0.0,0.0,PG,31,PHO,20,0,18.4,2.8,6.6,.427,0.4,1.3,.280,2.5,5.3,.462,.454,1.6,2.0,.795,0.3,1.6,1.9,1.6,0.4,0.2,1.0,1.5,7.5,11.5,.506,.191,.298,1.5,9.7,5.6,1.0,0.8,11.4,20.0,0.2,0.2,0.4,.058,-1.8,-1.0,-2.8,-0.1
30,J.J. Barea,100,0.0,0.0,0.0,0.0,PG,29,MIN,79,1,18.6,3.2,8.3,.387,0.9,2.9,.316,2.3,5.4,.426,.443,1.0,1.3,.790,0.2,1.7,1.9,3.8,0.3,0.0,1.6,1.6,8.4,11.6,.471,.352,.152,1.2,10.5,5.7,0.9,0.0,15.2,23.9,-0.1,0.9,0.7,.024,-0.9,-1.8,-2.7,-0.3
31,Andrea Bargnani,0.0,0.0,0.0,22,78,C,28,NYK,42,39,29.9,5.3,12.0,.442,0.7,2.6,.278,4.6,9.4,.487,.472,2.0,2.4,.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,14.5,.510,.215,.203,6.3,14.7,10.4,0.6,3.7,9.6,22.4,0.8,0.7,1.5,.058,-0.7,-1.6,-2.3,-0.1
32,Harrison Barnes,0.0,0.0,44,52,4,SF,21,GSW,78,24,28.3,3.5,8.7,.399,0.8,2.4,.347,2.6,6.3,.419,.448,1.7,2.3,.718,0.8,3.1,4.0,1.5,0.8,0.3,1.1,2.0,9.5,9.8,.486,.280,.267,3.3,11.9,7.7,1.5,0.7,10.0,16.8,0.4,2.8,3.2,.070,-2.2,0.5,-1.6,0.2
33,Matt Barnes,0.0,1,82,17,0.0,SF,33,LAC,63,40,27.5,3.7,8.4,.438,1.5,4.5,.343,2.1,3.9,.549,.530,1.0,1.4,.733,1.0,3.7,4.6,2.0,0.9,0.4,1.3,2.9,9.9,12.0,.552,.537,.171,4.0,14.4,9.3,1.6,1.2,13.0,16.6,1.5,2.0,3.5,.097,-0.4,0.2,-0.2,0.8
34,Will Barton,0.0,68,31,0.0,0.0,SG,23,POR,41,0,9.4,1.6,3.8,.417,0.2,0.8,.303,1.3,3.0,.447,.449,0.6,0.8,.813,0.4,1.4,1.8,0.8,0.2,0.2,0.4,0.8,4.0,13.5,.488,.212,.205,4.5,16.0,10.3,1.2,1.3,9.6,21.2,0.3,0.4,0.6,.078,-1.2,-0.1,-1.3,0.1
35,Brandon Bass,0.0,0.0,0.0,97,2,PF,28,BOS,82,73,27.6,4.3,8.8,.486,0.0,0.1,.333,4.3,8.8,.487,.487,2.5,2.9,.858,2.0,3.8,5.7,1.1,0.4,0.9,1.2,2.3,11.1,15.0,.549,.008,.330,7.8,15.9,11.8,0.8,2.4,10.9,18.2,3.2,1.9,5.1,.107,-0.6,-0.6,-1.1,0.5
36,Shane Battier,0.0,3,88,9,0.0,SF,35,MIA,73,56,20.1,1.4,3.8,.382,1.0,2.9,.348,0.4,0.9,.492,.515,0.2,0.3,.652,0.5,1.4,1.9,0.9,0.7,0.5,0.3,1.7,4.1,8.7,.523,.764,.084,3.0,8.6,5.9,1.8,2.3,6.9,10.0,1.0,1.4,2.4,.078,-0.6,0.6,0.0,0.7
37,Nicolas Batum,0.0,5,88,8,0.0,SF,25,POR,82,82,36.0,4.6,10.0,.465,1.8,4.9,.361,2.9,5.1,.566,.554,2.0,2.5,.803,1.4,6.0,7.5,5.1,0.9,0.7,2.5,1.9,13.0,15.8,.589,.491,.248,4.3,17.8,11.1,1.3,1.3,18.6,16.5,4.8,3.1,7.9,.128,2.2,1.2,3.4,4.0
38,Jerryd Bayless,39,59,2,0.0,0.0,PG,25,TOT,72,19,23.4,3.4,8.6,.402,1.1,2.9,.358,2.4,5.6,.425,.464,1.3,1.6,.797,0.3,1.7,2.0,2.7,0.8,0.1,1.1,2.2,9.3,12.0,.498,.344,.191,1.5,8.6,5.0,1.9,0.4,10.9,20.1,1.1,1.3,2.4,.069,-1.6,-0.2,-1.8,0.1
39,Aron Baynes,0.0,0.0,0.0,10,90,C,27,SAS,53,4,9.3,1.3,3.1,.436,0.0,0.0,0.0,1.3,3.1,.436,.436,0.4,0.4,.905,1.1,1.7,2.7,0.6,0.0,0.1,0.7,1.5,3.0,9.7,.467,.000,.129,13.6,19.4,16.6,0.2,0.7,17.3,19.2,-0.1,0.6,0.6,.055,-4.7,-1.0,-5.7,-0.5
40,Kent Bazemore,9,41,51,0.0,0.0,SG,24,TOT,67,15,13.6,2.2,5.1,.429,0.6,1.9,.336,1.6,3.2,.484,.491,1.0,1.6,.606,0.1,1.6,1.7,1.4,0.6,0.2,1.2,1.5,6.0,11.2,.515,.373,.318,1.2,12.6,6.9,2.3,1.0,16.8,22.6,-0.6,0.8,0.2,.011,-3.0,-0.2,-3.3,-0.3
41,Bradley Beal,9,90,1,0.0,0.0,SG,20,WAS,73,73,34.7,6.6,15.7,.419,1.9,4.7,.402,4.7,11.0,.426,.479,2.0,2.6,.788,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1,17.1,14.3,.507,.299,.164,2.4,10.2,6.3,1.4,0.6,9.4,24.3,1.6,2.4,4.0,.076,0.3,-0.7,-0.4,1.0
42,Michael Beasley,0.0,3,66,31,0.0,SF,25,MIA,55,2,15.1,3.2,6.5,.499,0.4,1.0,.389,2.8,5.5,.518,.528,1.1,1.4,.772,0.6,2.6,3.1,0.8,0.4,0.4,1.0,1.7,7.9,16.8,.559,.152,.223,4.9,20.5,13.0,1.5,2.2,12.8,25.7,0.5,1.1,1.6,.092,-1.1,-0.9,-2.0,0.0
43,Marco Belinelli,0.0,26,68,6,0.0,SF,27,SAS,80,25,25.2,4.2,8.7,.485,1.6,3.7,.430,2.6,5.0,.525,.576,1.4,1.6,.847,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,15.0,.605,.422,.188,1.0,11.2,6.3,1.3,0.3,11.2,19.0,3.5,2.4,5.9,.140,1.0,0.3,1.3,1.7
44,Anthony Bennett,0.0,0.0,13,86,0.0,PF,20,CLE,52,0,12.8,1.5,4.3,.356,0.3,1.0,.245,1.3,3.3,.390,.384,0.8,1.3,.638,0.9,2.0,3.0,0.3,0.4,0.2,0.9,1.8,4.2,6.9,.425,.236,.307,8.1,18.4,13.1,1.6,1.0,15.5,20.3,-1.1,0.7,-0.4,-0.028,-6.0,-1.3,-7.4,-0.9
45,Patrick Beverley,93,7,0.0,0.0,0.0,PG,25,HOU,56,55,31.3,3.6,8.6,.414,1.6,4.6,.361,1.9,4.0,.473,.509,1.5,1.8,.814,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2,12.4,.545,.530,.212,4.9,7.4,6.2,2.2,1.0,11.2,14.8,2.7,1.6,4.2,.116,-0.3,0.9,0.6,1.2
46,Andris Biedriņš,0.0,0.0,0.0,9,91,C,27,UTA,6,0,7.5,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.2,1.000,1.000,0.2,1.0,.167,0.3,2.5,2.8,0.0,0.0,0.0,0.3,1.0,0.5,2.4,.412,.000,6.000,5.0,39.7,21.8,0.0,0.0,35.5,5.7,-0.1,0.0,0.0,-0.033,-6.2,-2.0,-8.2,-0.1
47,Chauncey Billups,25,75,0.0,0.0,0.0,SG,37,DET,19,7,16.3,1.3,4.2,.304,0.7,2.5,.292,0.5,1.6,.323,.392,0.5,0.6,.833,0.2,1.3,1.5,2.2,0.4,0.1,1.3,1.3,3.8,5.3,.427,.608,.152,1.3,8.9,4.9,1.3,0.3,22.9,15.1,-0.3,0.1,-0.3,-0.042,-4.2,-1.6,-5.8,-0.3
48,Bismack Biyombo,0.0,0.0,0.0,39,61,C,21,CHA,77,9,13.9,1.1,1.9,.611,0.0,0.0,0.0,1.1,1.9,.611,.611,0.6,1.2,.517,1.4,3.4,4.8,0.1,0.1,1.1,0.5,1.6,2.9,13.3,.606,.000,.618,11.0,27.6,19.3,0.3,6.3,17.9,9.6,1.1,2.1,3.2,.144,-2.9,1.7,-1.2,0.2
49,DeJuan Blair,0.0,0.0,0.0,65,35,PF,24,DAL,78,13,15.6,2.7,5.0,.534,0.0,0.0,.000,2.7,5.0,.537,.534,1.0,1.6,.636,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,6.4,17.3,.557,.005,.308,13.3,21.6,17.5,2.5,1.4,14.7,19.6,1.8,1.5,3.4,.133,-1.2,0.1,-1.1,0.3
50,Steve Blake,95,5,0.0,0.0,0.0,PG,33,TOT,55,28,27.2,2.4,6.4,.377,1.4,3.8,.376,1.0,2.6,.378,.489,0.6,0.8,.767,0.2,2.7,2.9,5.6,1.0,0.1,1.9,1.5,6.9,11.0,.508,.595,.122,0.9,10.4,5.7,1.8,0.4,21.5,13.8,0.7,1.1,1.8,.058,-1.2,0.1,-1.1,0.4
51,Andray Blatche,0.0,0.0,0.0,33,67,PF,27,BRK,73,7,22.2,4.4,9.2,.476,0.2,0.7,.278,4.2,8.5,.494,.487,2.2,3.0,.742,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2,18.8,.532,.080,.328,8.9,19.9,14.4,2.4,2.0,12.5,25.6,1.6,2.1,3.7,.109,0.1,-0.1,0.0,0.8
52,Eric Bledsoe,96,4,0.0,0.0,0.0,PG,24,PHO,43,40,32.9,6.2,12.9,.477,1.2,3.3,.357,5.0,9.7,.517,.522,4.3,5.5,.772,0.6,4.1,4.7,5.5,1.6,0.3,3.3,2.3,17.7,19.6,.578,.252,.426,2.1,13.8,8.0,2.4,0.8,17.8,24.9,2.6,1.6,4.1,.140,2.3,0.7,3.1,1.8
53,Vander Blue,27,73,0.0,0.0,0.0,SG,21,BOS,3,0,5.0,0.7,1.3,.500,0.0,0.3,.000,0.7,1.0,.667,.500,0.3,1.7,.200,0.0,1.0,1.0,0.3,0.0,0.0,0.7,0.3,1.7,0.5,.403,.250,1.250,0.0,23.4,11.4,0.0,0.0,24.4,24.3,-0.1,0.0,-0.1,-0.214,-10.0,-3.8,-13.8,0.0
54,Keith Bogans,0.0,50,50,0.0,0.0,SG,33,BOS,6,0,9.2,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,0.0,.750,0.5,0.5,1.000,0.0,0.5,0.5,0.5,0.2,0.0,0.2,0.3,2.0,9.9,.820,1.000,.500,0.0,6.4,3.1,0.9,0.0,12.0,6.7,0.1,0.0,0.1,.121,-1.4,-0.6,-2.0,0.0
55,Andrew Bogut,0.0,0.0,0.0,0.0,100,C,29,GSW,67,67,26.4,3.5,5.6,.627,0.0,0.0,0.0,3.5,5.6,.627,.627,0.3,1.0,.344,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,7.3,17.0,.610,.000,.171,11.4,29.7,20.7,1.3,5.2,19.4,12.4,2.4,4.0,6.5,.176,-0.2,3.2,3.0,2.2
56,Matt Bonner,0.0,0.0,0.0,65,35,PF,33,SAS,61,0,11.3,1.2,2.7,.445,0.7,1.6,.429,0.5,1.1,.470,.573,0.1,0.2,.750,0.3,1.9,2.1,0.5,0.2,0.2,0.3,0.8,3.2,11.2,.582,.598,.073,2.7,17.9,10.6,1.1,1.2,8.6,12.1,0.8,1.0,1.8,.123,0.0,1.1,1.0,0.5
57,Trevor Booker,0.0,0.0,0.0,98,2,PF,26,WAS,72,45,21.6,3.1,5.6,.551,0.0,0.0,.000,3.1,5.6,.554,.551,0.7,1.1,.618,2.1,3.2,5.3,0.9,0.6,0.6,0.8,1.8,6.8,15.0,.563,.005,.189,10.9,17.5,14.1,1.4,2.4,11.7,14.4,2.3,2.0,4.3,.132,-0.5,0.4,-0.1,0.7
58,Carlos Boozer,0.0,0.0,0.0,73,27,PF,32,CHI,76,76,28.2,5.9,12.9,.456,0.0,0.0,.000,5.9,12.9,.457,.456,1.9,2.5,.767,1.8,6.5,8.3,1.6,0.7,0.3,2.0,2.8,13.7,14.4,.489,.002,.197,7.4,25.9,16.8,1.3,0.8,12.6,26.3,-0.9,4.3,3.4,.076,-2.3,0.2,-2.1,-0.1
59,Chris Bosh,0.0,0.0,0.0,6,94,C,29,MIA,79,79,32.0,6.2,12.1,.516,0.9,2.8,.339,5.3,9.3,.569,.555,2.8,3.4,.820,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,19.0,.597,.229,.285,5.1,20.3,13.0,1.7,2.7,10.4,22.6,4.6,3.4,8.0,.152,1.3,-0.4,0.8,1.8
60,Avery Bradley,70,30,0.0,0.0,0.0,SG,23,BOS,60,58,30.9,6.0,13.8,.438,1.3,3.3,.395,4.7,10.4,.451,.485,1.5,1.9,.804,0.8,3.0,3.8,1.4,1.1,0.2,1.6,2.4,14.9,12.7,.510,.242,.136,2.9,11.2,6.9,1.7,0.5,9.9,23.2,0.4,1.4,1.8,.046,-1.1,-0.8,-1.9,0.1
61,Elton Brand,0.0,0.0,0.0,1,99,C,34,ATL,73,15,19.4,2.5,4.5,.539,0.0,0.0,.000,2.5,4.5,.542,.539,0.8,1.3,.649,1.3,3.6,4.9,1.0,0.5,1.2,0.8,2.6,5.7,14.0,.561,.006,.283,8.0,21.5,14.8,1.4,4.9,13.8,13.9,1.4,2.1,3.6,.121,-2.4,1.6,-0.8,0.4
62,Corey Brewer,0.0,12,87,1,0.0,SF,27,MIN,81,81,32.2,4.8,10.0,.481,0.7,2.6,.280,4.1,7.4,.552,.517,2.0,2.8,.718,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,12.3,12.7,.550,.261,.281,2.6,6.2,4.3,2.9,0.9,10.4,16.5,2.4,2.7,5.2,.095,-1.7,1.5,-0.2,1.2
63,Ronnie Brewer,0.0,19,79,2,0.0,SF,28,TOT,24,3,6.7,0.1,0.6,.200,0.0,0.3,.125,0.1,0.3,.286,.233,0.0,0.1,.000,0.1,0.5,0.6,0.4,0.3,0.0,0.1,0.2,0.3,3.4,.220,.533,.133,1.5,7.9,4.9,1.9,0.5,11.2,4.9,-0.1,0.1,0.0,.004,-3.8,1.4,-2.4,0.0
64,Aaron Brooks,100,0.0,0.0,0.0,0.0,PG,29,TOT,72,12,21.6,3.2,8.1,.401,1.3,3.4,.387,1.9,4.6,.411,.484,1.2,1.3,.874,0.6,1.3,1.9,3.2,0.7,0.2,1.6,2.0,9.0,12.5,.518,.427,.164,3.1,6.7,4.9,1.6,0.6,15.8,20.5,1.3,0.9,2.2,.067,-0.2,-0.8,-1.0,0.4
65,MarShon Brooks,6,64,30,0.0,0.0,SG,25,TOT,35,0,9.0,1.6,3.6,.456,0.4,0.7,.520,1.3,2.9,.440,.508,0.9,1.3,.727,0.3,1.3,1.5,0.7,0.4,0.1,0.7,0.6,4.5,15.5,.551,.200,.352,3.4,15.5,9.3,2.2,0.9,14.3,23.4,0.1,0.3,0.4,.060,-0.6,-0.5,-1.1,0.1
66,Lorenzo Brown,99,1,0.0,0.0,0.0,PG,23,PHI,26,0,8.6,1.0,3.3,.302,0.1,1.2,.100,0.9,2.2,.411,.320,0.3,0.5,.692,0.3,0.8,1.1,1.6,0.5,0.1,0.6,0.7,2.5,8.2,.349,.349,.151,3.7,10.0,6.8,2.8,1.1,14.9,20.4,-0.5,0.2,-0.3,-0.068,-4.5,-0.7,-5.2,-0.2
67,Shannon Brown,0.0,94,6,0.0,0.0,SG,28,TOT,29,1,8.7,0.8,2.3,.364,0.0,0.1,.000,0.8,2.2,.375,.364,0.5,0.7,.714,0.2,0.7,1.0,0.3,0.4,0.0,0.6,0.8,2.2,4.7,.419,.030,.318,3.2,9.5,6.4,2.7,0.0,19.3,17.1,-0.5,0.3,-0.3,-0.050,-6.6,-0.1,-6.8,-0.3
