,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
243,James Jones,SF,30,MIA,81,8,19.1,1.8,4.3,.422,1.5,3.5,.429,0.3,0.7,.390,.600,0.7,0.9,.833,0.3,1.7,2.0,0.5,0.4,0.2,0.3,1.6,5.9,11.1,.629,.829,.208,1.9,9.9,6.1,4.1,1.0,1.0,5.3,12.0,3.0,1.7,4.7,.145,0.7,1.0,1.2,,35%,64%,1%,,8.7,0.0,9,7,59,3,12,19,101,2,3
244,Solomon Jones,C,26,IND,39,0,13.5,1.3,3.1,.405,0.0,0.0,.000,1.3,3.1,.408,.405,1.1,1.6,.661,1.2,1.7,2.9,0.8,0.3,0.6,0.9,2.4,3.6,8.5,.469,.008,.512,9.5,14.2,11.9,8.5,1.2,3.0,19.1,15.4,-0.2,0.6,0.5,.042,-5.3,-4.5,-0.3,,,,3%,97%,-5.9,-5.1,7,8,52,16,27,4,67,4,16
245,DeAndre Jordan,C,22,LAC,80,66,25.6,2.9,4.3,.686,0.0,0.0,.000,2.9,4.3,.688,.686,1.2,2.7,.452,2.6,4.6,7.2,0.5,0.5,1.8,1.3,3.2,7.1,14.8,.648,.003,.636,11.9,20.9,16.5,3.2,1.0,5.4,18.8,11.7,2.6,2.6,5.2,.122,-1.7,-0.7,0.7,,,,3%,97%,-1.9,3.6,17,22,144,26,84,10,87,15,28
246,Chris Kaman,C,28,LAC,32,15,26.2,5.5,11.8,.471,0.0,0.0,,5.5,11.8,.471,.471,1.3,1.8,.754,1.6,5.4,7.0,1.4,0.5,1.5,1.8,2.3,12.4,15.7,.495,.000,.152,7.2,24.1,15.7,10.0,1.0,4.5,12.6,24.4,-0.2,1.1,0.8,.047,-1.7,-1.4,0.1,,,,,100%,-3.9,-0.3,13,22,45,7,28,0,99,7,21
247,Jason Kapono,SF,29,PHI,24,2,4.7,0.3,1.2,.250,0.0,0.3,.125,0.3,0.8,.300,.268,0.0,0.1,.500,0.1,0.3,0.5,0.2,0.1,0.0,0.1,0.2,0.7,1.6,.277,.286,.071,3.1,8.2,5.7,5.0,0.9,0.7,6.5,12.7,-0.3,0.1,-0.2,-0.070,-5.7,-7.4,-0.2,,,78%,21%,1%,5.6,4.0,1,1,2,0,1,1,9,1,2
248,Jason Kidd*,PG,37,DAL,80,80,33.2,2.7,7.5,.361,1.7,4.9,.340,1.0,2.6,.400,.472,0.8,1.0,.870,0.4,4.0,4.4,8.2,1.7,0.4,2.2,1.5,7.9,14.4,.500,.656,.129,1.6,13.4,7.7,35.4,2.7,0.8,22.1,14.3,2.5,3.9,6.4,.116,0.9,2.8,3.3,69%,31%,,,,3.1,-5.2,148,25,66,1,10,9,1478,2,14
249,Andrei Kirilenko,SF,29,UTA,64,62,31.2,4.0,8.5,.467,0.6,1.5,.367,3.4,6.9,.489,.500,3.3,4.2,.770,1.6,3.5,5.1,3.0,1.3,1.2,1.8,1.8,11.7,16.6,.567,.181,.498,6.0,13.8,9.9,14.9,2.1,3.0,15.0,17.8,2.9,1.7,4.5,.109,1.7,2.2,2.1,,,77%,23%,,-0.5,3.0,67,30,52,11,121,8,400,22,36
250,Linas Kleiza,SF,26,TOR,39,23,26.5,4.6,10.4,.438,1.0,3.4,.298,3.6,7.1,.505,.486,1.1,1.7,.631,0.9,3.6,4.5,1.0,0.5,0.2,1.7,2.5,11.2,10.1,.502,.323,.160,4.1,16.5,10.2,6.2,1.0,0.5,13.0,21.7,-0.5,0.2,-0.3,-0.012,-2.4,-4.7,-0.7,,,75%,25%,,-4.2,3.7,15,22,43,11,32,3,93,7,17
251,Kyle Korver,SG,29,CHI,82,0,20.1,3.0,6.8,.434,1.5,3.5,.415,1.5,3.3,.455,.542,0.9,1.1,.885,0.1,1.7,1.8,1.5,0.4,0.2,0.7,1.9,8.3,13.0,.572,.519,.156,0.9,9.5,5.3,12.1,1.1,0.9,9.2,18.3,2.7,2.4,5.1,.149,0.4,1.1,1.3,,93%,7%,,,8.1,-0.2,40,9,96,4,8,8,265,1,10
252,Kosta Koufos,C,21,TOT,50,2,8.7,1.4,3.0,.453,0.0,0.0,.000,1.4,3.0,.459,.453,0.5,0.9,.558,1.1,1.5,2.6,0.1,0.2,0.5,0.6,1.2,3.2,12.6,.474,.013,.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,-0.2,0.4,0.2,.027,-3.9,-5.5,-0.4,,,,10%,90%,-5.7,-5.0,10,9,36,6,18,1,15,4,15
253,Nenad Krstic,C,27,TOT,71,67,22.1,3.3,6.4,.511,0.0,0.0,,3.3,6.4,.511,.511,1.6,2.1,.774,1.7,3.0,4.7,0.4,0.4,0.4,0.8,2.6,8.1,13.1,.557,.000,.323,9.9,15.4,12.7,2.8,0.9,1.2,9.8,16.9,2.3,1.7,4.0,.122,-1.4,-2.5,-0.2,,,,,100%,1.1,-5.0,14,16,91,9,68,8,62,10,35
254,Carl Landry,PF,27,TOT,76,26,26.4,4.5,9.0,.502,0.0,0.1,.000,4.5,9.0,.505,.502,2.8,3.8,.740,2.2,2.4,4.6,0.8,0.5,0.4,1.4,2.6,11.9,14.8,.555,.006,.419,9.3,10.8,10.0,5.2,1.0,1.2,11.8,20.5,2.8,1.3,4.1,.098,-0.5,-1.9,0.1,,,4%,96%,,-4.6,-2.6,20,38,81,30,134,7,151,36,54
255,Acie Law,PG,26,TOT,51,0,14.2,1.6,3.6,.435,0.1,0.7,.167,1.5,2.9,.500,.452,0.9,1.3,.734,0.2,1.0,1.2,1.6,0.6,0.0,0.8,1.2,4.2,9.9,.502,.194,.344,1.9,8.2,5.0,16.3,2.2,0.0,16.7,15.7,0.1,0.3,0.4,.027,-3.5,-4.0,-0.4,86%,14%,,,,-8.8,-9.5,18,10,23,8,26,3,187,5,19
256,Gani Lawal,PF,22,PHO,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.009,-16.9,-15.0,0.0,,,,100%,,-66.7,-65.9,0,0,0,0,0,0,0,0,0
257,Ty Lawson,PG,23,DEN,80,31,26.3,4.3,8.6,.503,0.9,2.1,.404,3.5,6.5,.536,.553,2.2,2.8,.764,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7,11.7,17.9,.593,.249,.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,5.1,1.6,6.7,.153,2.4,2.1,2.2,100%,,,,,5.3,0.4,73,35,44,15,101,12,893,27,69
258,Courtney Lee,SG,25,HOU,81,1,21.3,3.1,7.1,.439,0.9,2.1,.408,2.2,5.0,.453,.501,1.2,1.5,.792,0.6,2.0,2.6,1.2,0.7,0.2,0.8,1.3,8.3,12.6,.534,.302,.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,1.6,1.1,2.7,.076,-0.7,-1.1,0.4,6%,89%,6%,,,0.6,-2.8,31,16,43,8,46,4,238,8,27
259,David Lee,PF,27,GSW,73,73,36.1,6.8,13.4,.507,0.0,0.0,.333,6.8,13.4,.508,.508,2.9,3.7,.787,3.0,6.8,9.8,3.2,1.0,0.4,2.3,2.9,16.5,17.8,.549,.003,.273,9.1,21.9,15.4,14.0,1.4,0.9,13.4,21.2,4.1,2.0,6.0,.110,0.5,-0.4,1.1,,,2%,77%,21%,-3.0,-0.7,65,67,111,25,130,4,562,41,66
260,Rashard Lewis,SF-PF,31,TOT,57,52,32.0,4.4,10.2,.433,1.5,4.3,.357,2.9,5.9,.488,.508,1.4,1.7,.802,1.2,3.8,5.1,1.6,0.9,0.5,1.5,2.8,11.7,12.0,.535,.419,.165,4.4,14.0,9.1,8.1,1.5,1.3,12.2,17.6,1.2,1.9,3.0,.079,-0.7,-0.4,0.7,,,38%,62%,,-1.7,-0.8,38,22,75,20,35,4,214,7,16
261,Jeremy Lin,PG,22,GSW,29,0,9.8,1.0,2.5,.389,0.0,0.2,.200,0.9,2.3,.403,.396,0.7,0.9,.760,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6,14.8,.458,.069,.347,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,0.0,0.4,0.5,.078,-2.1,2.2,0.3,82%,18%,,,,2.5,5.6,8,6,18,0,10,3,100,2,8
262,Shaun Livingston,PG,25,CHA,73,0,17.3,2.5,5.4,.466,0.0,0.1,.250,2.5,5.4,.468,.467,1.5,1.7,.864,0.4,1.6,2.0,2.2,0.6,0.4,1.2,1.5,6.6,14.3,.530,.010,.315,2.8,11.6,7.2,22.5,2.0,1.9,16.3,20.1,0.7,1.2,1.9,.073,-1.0,0.0,0.7,80%,20%,,,,-2.6,2.8,43,21,46,12,55,5,351,12,18
263,Brook Lopez,C,22,NJN,82,82,35.2,7.9,16.0,.492,0.0,0.0,.000,7.9,16.0,.492,.492,4.7,6.0,.787,2.4,3.5,6.0,1.6,0.6,1.5,2.1,2.9,20.4,19.3,.549,.001,.374,7.8,12.3,10.0,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,.105,1.4,0.6,1.9,,,,,100%,-6.9,0.9,40,68,130,38,246,9,290,65,82
264,Robin Lopez,C,22,PHO,67,56,14.8,2.7,5.3,.501,0.0,0.0,,2.7,5.3,.501,.501,1.1,1.5,.740,1.2,2.0,3.2,0.1,0.3,0.7,0.7,2.1,6.4,13.9,.539,.000,.280,9.5,15.6,12.6,1.3,0.9,3.4,10.7,20.4,0.8,0.8,1.5,.074,-3.1,-4.1,-0.5,,,,,100%,-1.7,-1.2,8,18,88,13,48,2,18,12,42
265,Kevin Love,PF,22,MIN,73,73,35.8,6.6,14.1,.470,1.2,2.9,.417,5.4,11.2,.483,.513,5.8,6.8,.850,4.5,10.7,15.2,2.5,0.6,0.4,2.1,2.0,20.2,24.3,.593,.206,.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,.210,5.7,4.4,4.2,,,,75%,25%,-5.8,3.7,59,46,66,23,213,11,401,41,96
266,Kyle Lowry,PG,24,HOU,75,71,34.2,4.6,10.8,.426,1.7,4.6,.376,2.9,6.2,.464,.506,2.6,3.3,.765,1.2,2.9,4.1,6.7,1.4,0.3,2.1,2.8,13.5,16.5,.550,.424,.310,3.9,9.7,6.8,29.4,2.0,0.6,14.7,18.6,5.1,1.8,7.0,.130,2.0,2.0,2.6,92%,8%,,,,5.7,9.9,82,37,73,20,86,25,1172,19,43
267,John Lucas III,PG,28,CHI,2,0,5.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,1.0,.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,-0.1,.258,.333,.667,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,-0.121,-6.3,-9.6,0.0,100%,,,,,-15.8,-24.1,0,0,0,0,0,0,2,0,0
268,Corey Maggette,SF,31,MIL,67,18,20.9,3.8,8.3,.453,0.4,1.2,.359,3.4,7.2,.468,.478,4.0,4.9,.834,0.7,2.9,3.6,1.3,0.3,0.1,1.9,2.6,12.0,15.8,.573,.140,.581,3.6,16.8,10.0,11.3,0.8,0.3,15.3,27.7,1.5,1.9,3.4,.115,-0.6,-0.8,0.5,,40%,57%,3%,,-2.9,-3.1,35,32,74,34,145,21,196,28,37
269,Jamaal Magloire,C,32,MIA,18,0,8.8,0.7,1.2,.591,0.0,0.0,,0.7,1.2,.591,.591,0.5,1.0,.500,0.9,2.4,3.4,0.2,0.2,0.1,0.3,1.4,1.9,12.7,.585,.000,.818,13.6,31.2,22.9,2.8,1.3,1.0,14.3,10.3,0.3,0.3,0.6,.172,-1.5,-0.6,0.1,,,,7%,94%,5.9,-2.9,1,1,19,1,5,1,6,0,2
270,Ian Mahinmi,C,24,DAL,56,0,8.7,1.0,1.8,.561,0.0,0.0,.000,1.0,1.7,.573,.561,1.1,1.5,.768,0.8,1.4,2.1,0.1,0.3,0.3,0.4,1.9,3.1,13.7,.645,.020,.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,1.0,0.8,1.8,.177,-3.3,-2.1,0.0,,,,9%,91%,8.4,4.1,1,8,54,11,33,4,21,2,7
271,Shawn Marion,SF,32,DAL,80,27,28.2,5.4,10.4,.520,0.1,0.4,.152,5.4,10.0,.536,.523,1.6,2.1,.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5,17.0,.551,.040,.197,9.1,19.2,14.3,8.3,1.6,1.7,12.5,21.5,2.3,3.4,5.6,.120,-0.1,0.3,1.3,,,83%,17%,,0.7,-9.6,64,37,74,13,67,2,257,11,44
272,Sean Marks,C,35,POR,29,0,7.2,0.7,1.5,.432,0.1,0.1,1.000,0.6,1.4,.405,.455,0.2,0.3,.625,0.6,0.8,1.4,0.1,0.1,0.2,0.4,1.5,1.6,4.9,.473,.045,.182,9.0,14.8,11.8,2.9,0.8,2.0,18.8,13.1,-0.1,0.2,0.1,.019,-7.3,-8.1,-0.3,,,,2%,98%,-19.6,-22.4,5,0,19,3,3,0,9,0,1
273,Cartier Martin,SF,26,WAS,52,1,10.4,1.4,3.5,.390,0.8,1.9,.394,0.6,1.6,.386,.497,0.5,0.8,.700,0.4,1.0,1.4,0.3,0.3,0.1,0.3,1.0,4.0,11.7,.524,.544,.220,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,0.5,0.3,0.8,.071,0.2,-0.6,0.2,,23%,75%,2%,,1.8,11.5,7,4,25,3,16,5,39,1,8
274,Kenyon Martin,PF,33,DEN,48,48,25.7,3.9,7.5,.511,0.0,0.2,.222,3.8,7.4,.518,.514,0.9,1.5,.583,1.4,4.8,6.2,2.3,0.9,0.7,1.2,2.8,8.6,14.1,.526,.025,.199,6.5,20.9,13.9,13.6,1.8,2.2,13.0,16.4,1.0,1.6,2.7,.104,-0.8,0.9,0.9,,,,88%,12%,7.7,3.8,23,17,62,11,34,2,243,10,21
275,Kevin Martin,SG,27,HOU,80,80,32.5,6.9,15.8,.436,2.2,5.7,.383,4.7,10.1,.467,.506,7.4,8.4,.888,0.4,2.9,3.2,2.5,1.0,0.2,2.3,1.9,23.5,21.4,.601,.362,.528,1.2,10.0,5.6,13.0,1.6,0.4,10.5,29.6,8.0,1.5,9.5,.175,4.3,3.4,3.5,,81%,20%,,,2.9,2.2,63,57,56,19,251,17,446,49,63
276,Roger Mason,SG,30,NYK,26,0,12.3,1.0,3.0,.338,0.6,1.7,.364,0.4,1.3,.303,.442,0.3,0.4,.700,0.2,1.5,1.7,0.8,0.2,0.1,0.2,1.0,2.9,7.1,.461,.571,.130,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,0.1,0.1,0.2,.029,-2.4,-3.6,-0.1,4%,94%,3%,,,-8.7,-10.7,4,0,15,0,2,3,46,1,2
277,Wesley Matthews,SG,24,POR,82,69,33.6,5.4,11.9,.449,1.9,4.6,.407,3.5,7.3,.476,.528,3.2,3.8,.844,0.6,2.6,3.1,2.0,1.2,0.1,1.7,2.4,15.9,15.5,.582,.386,.322,2.0,9.7,5.7,10.2,2.0,0.3,11.0,21.3,5.0,2.3,7.2,.126,1.0,0.9,2.0,2%,68%,30%,,,2.7,3.8,60,48,83,10,108,33,366,19,64
278,Jason Maxiell,PF,27,DET,57,14,16.3,1.6,3.3,.492,0.0,0.0,,1.6,3.3,.492,.492,0.9,1.7,.515,1.2,1.9,3.0,0.3,0.4,0.4,0.8,1.6,4.2,9.4,.510,.000,.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,0.0,0.4,0.5,.024,-3.3,-4.4,-0.6,,,2%,88%,10%,-7.5,-4.7,12,19,45,8,43,3,36,7,26
279,Eric Maynor,PG,23,OKC,82,0,14.6,1.6,4.1,.402,0.5,1.2,.385,1.2,2.9,.409,.458,0.5,0.7,.729,0.3,1.2,1.5,2.9,0.4,0.1,0.9,1.2,4.2,11.7,.485,.288,.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,0.7,0.8,1.5,.061,-0.8,-1.8,0.1,100%,,,,,10.2,8.5,42,24,45,5,26,4,552,4,10
280,O.J. Mayo,SG,23,MEM,71,17,26.3,4.3,10.5,.407,1.4,3.7,.364,2.9,6.8,.431,.471,1.4,1.8,.756,0.5,1.9,2.4,2.0,1.0,0.4,1.4,1.8,11.3,12.6,.499,.353,.175,2.2,8.7,5.4,12.1,2.0,1.1,11.0,21.8,0.5,1.9,2.4,.062,-0.4,-0.6,0.7,23%,65%,12%,,,2.1,-0.6,60,26,56,7,47,6,320,12,43
281,Luc Mbah a Moute,PF,24,MIL,79,52,26.5,2.5,5.4,.463,0.0,0.1,.000,2.5,5.3,.470,.463,1.7,2.4,.707,2.1,3.2,5.3,0.9,0.9,0.4,1.0,2.3,6.7,11.5,.518,.016,.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,1.5,3.3,4.8,.109,-2.3,-1.3,0.4,,,30%,69%,1%,-0.5,0.7,32,17,94,14,88,15,160,17,38
282,Antonio McDyess,PF,36,SAS,73,16,19.0,2.3,4.7,.491,0.0,0.0,.000,2.3,4.7,.493,.491,0.7,1.1,.675,1.7,3.7,5.4,1.2,0.5,0.5,1.0,2.2,5.3,12.8,.516,.003,.224,10.5,22.3,16.5,9.0,1.3,2.0,16.0,14.9,1.0,2.1,3.0,.105,-1.8,-0.7,0.4,,,,93%,7%,6.6,0.2,37,15,86,7,24,2,197,2,9
283,JaVale McGee,C,23,WAS,79,75,27.8,4.2,7.6,.550,0.0,0.0,.000,4.2,7.6,.552,.550,1.7,2.9,.583,2.8,5.2,8.0,0.5,0.5,2.4,1.3,2.9,10.1,17.4,.566,.005,.381,11.2,22.2,16.5,2.8,1.0,6.7,12.6,16.3,2.7,2.5,5.3,.115,-0.7,-0.4,0.9,,,,,100%,-5.2,6.4,36,30,140,20,117,19,78,29,38
284,Tracy McGrady*,SG,31,DET,72,39,23.4,3.2,7.1,.442,0.4,1.2,.341,2.7,5.9,.462,.471,1.3,1.8,.698,0.7,2.8,3.5,3.5,0.9,0.5,1.4,1.4,8.0,14.9,.503,.171,.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,1.0,1.1,2.1,.061,0.1,0.6,1.1,2%,65%,33%,,,-2.7,2.0,65,21,56,5,63,6,558,15,22
285,Dominic McGuire,SF,25,CHA,52,8,14.6,1.4,3.5,.396,0.0,0.0,.000,1.4,3.5,.400,.396,0.6,0.8,.769,1.2,2.6,3.8,0.8,0.2,0.6,0.5,1.8,3.3,10.4,.437,.011,.214,10.0,21.8,15.9,9.0,0.7,3.5,11.2,13.8,0.1,0.9,0.9,.059,-3.3,-2.9,-0.2,,3%,65%,31%,2%,-4.9,-0.5,13,5,51,7,19,3,90,5,21
286,Josh McRoberts,PF,23,IND,72,51,22.2,2.9,5.4,.547,0.3,0.8,.383,2.6,4.5,.577,.576,1.2,1.7,.739,1.5,3.8,5.3,2.1,0.7,0.8,1.3,2.3,7.4,16.0,.608,.155,.308,7.6,18.8,13.3,15.0,1.5,2.6,17.5,14.7,2.6,2.2,4.9,.147,0.6,2.3,1.7,,,,83%,17%,1.9,5.7,54,21,87,7,55,3,349,15,38
287,Jodie Meeks,SG,23,PHI,74,64,27.9,3.3,7.7,.425,1.9,4.7,.397,1.4,3.0,.468,.546,2.1,2.3,.894,0.3,2.0,2.3,1.1,0.9,0.1,0.8,1.3,10.5,12.6,.600,.611,.298,1.2,8.4,4.8,5.7,1.6,0.1,8.5,15.7,3.2,1.9,5.1,.120,0.1,0.2,1.1,4%,92%,4%,,,2.7,2.1,27,22,45,4,53,15,175,10,30
288,Pops Mensah-Bonsu,PF,27,NOH,7,0,5.0,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,0.0,0.0,,0.4,1.1,1.6,0.3,0.0,0.0,0.3,1.6,0.3,-0.1,.333,.000,.000,10.4,28.0,19.1,8.0,0.0,0.0,40.0,6.8,0.0,0.0,0.0,.013,-9.1,-8.4,-0.1,,,,100%,,-18.2,-19.1,0,0,3,0,0,0,4,0,0
289,C.J. Miles,SF,23,UTA,78,19,25.2,4.7,11.5,.407,1.4,4.3,.322,3.3,7.2,.459,.468,2.0,2.5,.811,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8,12.8,14.4,.507,.377,.218,3.3,12.4,7.8,11.7,2.0,1.6,8.6,25.1,1.2,1.3,2.5,.061,-0.1,-1.0,0.5,1%,41%,58%,1%,,1.4,6.8,47,21,115,17,87,9,304,22,46
290,Darko Milicic,C,25,MIN,69,69,24.4,3.9,8.4,.469,0.0,0.0,,3.9,8.4,.469,.469,0.9,1.7,.557,1.9,3.3,5.2,1.5,0.8,2.0,2.2,3.3,8.8,12.2,.482,.000,.199,8.5,15.4,11.8,9.9,1.6,6.3,19.4,19.7,-1.5,1.7,0.2,.007,-3.9,-2.7,-0.3,,,,1%,99%,-7.2,-0.4,41,77,130,14,60,5,227,13,41
291,Andre Miller,PG,34,POR,81,81,32.7,4.8,10.4,.460,0.0,0.5,.108,4.7,10.0,.476,.462,3.1,3.6,.853,1.2,2.5,3.7,7.0,1.4,0.1,2.4,2.1,12.7,17.8,.529,.044,.346,4.3,9.9,7.0,35.7,2.3,0.4,16.8,20.6,4.6,2.4,7.0,.127,1.5,1.6,2.4,100%,1%,,,,5.1,10.5,120,42,53,9,81,25,1272,16,60
292,Brad Miller,C,34,HOU,60,5,16.9,2.2,4.9,.446,0.7,1.8,.374,1.5,3.2,.487,.514,1.3,1.6,.830,0.7,3.0,3.7,2.4,0.5,0.4,0.9,1.6,6.4,16.3,.566,.361,.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17.0,2.0,1.0,3.0,.142,1.7,2.8,1.2,,,,,100%,0.4,-2.5,31,8,61,9,33,5,322,7,21
293,Mike Miller,SG,30,MIA,41,2,20.4,2.0,4.9,.401,1.0,2.9,.364,0.9,2.0,.452,.507,0.6,0.8,.676,0.9,3.6,4.5,1.2,0.5,0.0,1.0,2.1,5.6,9.7,.525,.584,.168,5.7,19.5,13.0,9.1,1.3,0.2,15.9,14.4,0.4,1.2,1.6,.090,-1.5,-1.4,0.1,,55%,45%,1%,,-1.1,-12.3,27,4,36,6,12,3,116,5,10
294,Patty Mills,PG,22,POR,64,0,12.2,2.1,5.1,.412,0.7,2.1,.353,1.4,3.0,.451,.483,0.6,0.7,.766,0.3,0.5,0.8,1.7,0.4,0.0,1.0,1.0,5.5,13.0,.506,.405,.143,2.8,5.2,4.0,24.3,1.9,0.1,15.1,24.5,0.2,0.5,0.7,.044,-0.1,-1.5,0.1,100%,,,,,-7.9,-11.9,33,17,21,5,14,16,253,3,18
295,Paul Millsap,PF,25,UTA,76,76,34.3,6.9,13.0,.531,0.1,0.3,.391,6.8,12.7,.535,.536,3.4,4.4,.757,2.2,5.5,7.6,2.5,1.4,0.9,1.9,3.6,17.3,19.8,.578,.023,.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,5.2,2.5,7.7,.143,1.6,1.9,2.5,,,4%,95%,1%,0.3,6.6,56,44,158,24,161,5,421,48,68
296,Yao Ming*,C,30,HOU,5,5,18.2,3.6,7.4,.486,0.0,0.0,,3.6,7.4,.486,.486,3.0,3.2,.938,1.4,4.0,5.4,0.8,0.0,1.6,1.4,2.6,10.2,19.8,.579,.000,.432,8.7,24.9,16.8,7.3,0.0,6.1,13.7,24.8,0.2,0.1,0.3,.147,0.1,1.2,0.1,,,,,100%,-12.7,-15.2,0,5,8,2,7,0,9,2,3
297,Nazr Mohammed,C,33,TOT,75,37,17.1,3.1,6.0,.522,0.0,0.0,.000,3.1,6.0,.523,.522,0.9,1.5,.598,1.9,3.0,4.9,0.3,0.4,0.7,0.9,2.5,7.1,15.9,.538,.002,.250,13.2,21.2,17.2,3.3,1.2,3.5,12.3,20.6,1.0,1.6,2.7,.100,-2.0,-2.8,-0.3,,,,19%,81%,0.6,0.8,20,22,99,19,57,5,50,15,48
298,Greg Monroe,C,20,DET,80,48,27.8,3.8,6.9,.551,0.0,0.0,.000,3.8,6.9,.552,.551,1.8,2.9,.622,3.1,4.4,7.5,1.3,1.2,0.6,1.0,2.5,9.4,18.0,.575,.002,.424,13.0,20.4,16.5,7.5,2.3,1.6,11.0,15.4,4.7,1.9,6.6,.143,0.9,0.4,1.4,,,,,100%,-3.0,2.1,34,31,110,10,113,7,225,23,68
299,Jamario Moon,SF,30,TOT,59,20,17.7,1.7,4.2,.407,0.6,2.1,.309,1.1,2.1,.504,.484,0.3,0.3,.882,0.4,2.4,2.8,0.9,0.5,0.6,0.4,1.1,4.3,10.1,.499,.496,.069,2.5,16.0,9.1,7.8,1.4,2.4,7.9,12.0,0.4,0.7,1.1,.050,-1.5,-1.1,0.2,,8%,88%,4%,,-6.8,-0.3,12,5,45,2,8,2,114,2,7
300,Anthony Morrow,SG,25,NJN,58,47,32.0,4.8,10.7,.450,1.9,4.5,.423,2.9,6.2,.469,.539,1.7,1.8,.897,0.6,2.3,3.0,1.2,0.3,0.1,0.9,2.3,13.2,12.1,.573,.419,.173,2.3,8.8,5.5,6.3,0.5,0.3,7.5,18.0,2.6,0.4,3.0,.078,0.3,-1.0,0.5,2%,91%,8%,,,-4.6,4.7,17,23,67,6,34,6,144,8,24
301,Timofey Mozgov,C,24,TOT,45,14,11.6,1.4,3.0,.474,0.0,0.0,,1.4,3.0,.474,.474,0.8,1.2,.712,1.0,1.7,2.7,0.3,0.3,0.6,0.8,1.9,3.6,10.8,.523,.000,.391,10.0,16.4,13.2,4.2,1.4,3.5,18.3,16.2,0.1,0.5,0.6,.053,-4.3,-4.7,-0.3,,,,,100%,-4.3,-8.0,6,15,53,3,25,3,37,5,15
302,Byron Mullens,PF,21,OKC,13,0,6.5,0.7,2.2,.321,0.0,0.0,,0.7,2.2,.321,.321,0.5,1.1,.500,0.5,1.4,1.8,0.0,0.2,0.2,0.6,0.8,1.9,3.5,.366,.000,.500,8.6,24.0,16.5,0.0,1.2,2.6,19.0,22.5,-0.3,0.1,-0.2,-0.113,-9.2,-11.7,-0.2,,,,46%,54%,-11.9,-16.5,3,2,5,1,5,1,0,0,2
303,Troy Murphy,PF,30,TOT,35,4,13.3,1.2,3.3,.368,0.1,0.9,.152,1.1,2.3,.457,.390,0.6,0.9,.667,0.6,2.6,3.2,0.7,0.4,0.1,0.6,1.3,3.1,8.0,.428,.289,.263,5.8,23.4,14.5,7.6,1.7,0.5,13.6,14.8,-0.4,0.7,0.3,.029,-3.9,-3.1,-0.1,,,,71%,29%,-15.2,-15.6,5,4,35,4,11,3,56,2,13
304,Hamady N'Diaye,C,24,WAS,16,0,5.0,0.3,0.3,.800,0.0,0.0,,0.3,0.3,.800,.800,0.4,0.8,.500,0.1,0.3,0.4,0.0,0.1,0.3,0.2,1.1,0.9,5.3,.681,.000,2.400,2.8,7.4,5.0,0.0,1.3,4.8,22.6,7.3,0.0,0.0,0.1,.046,-6.9,-6.3,-0.1,,,,6%,94%,-25.3,-17.5,1,1,12,1,5,2,0,0,0
